run 0: {'page': 1, 'para': 0, 'line': 1, 'text': '[570', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 51: {'page': 1, 'para': 4, 'line': 12, 'text': 'n', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 52: {'page': 1, 'para': 4, 'line': 12, 'text': 'ü', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 53: {'page': 1, 'para': 4, 'line': 12, 'text': 'nftigen', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 54: {'page': 1, 'para': 4, 'line': 12, 'text': ' entgegen; die Welt, wie ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 55: {'page': 1, 'para': 4, 'line': 12, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 56: {'page': 1, 'para': 4, 'line': 12, 'text': 'ie ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 57: {'page': 1, 'para': 4, 'line': 12, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 58: {'page': 1, 'para': 4, 'line': 12, 'text': 'ich den', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 59: {'page': 1, 'para': 4, 'line': 13, 'text': '', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 60: {'page': 1, 'para': 4, 'line': 13, 'text': 'Sinnen dar', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 61: {'page': 1, 'para': 4, 'line': 13, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 62: {'page': 1, 'para': 4, 'line': 13, 'text': 'tellet (mundus ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 63: {'page': 1, 'para': 4, 'line': 13, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 64: {'page': 1, 'para': 4, 'line': 13, 'text': 'en', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 65: {'page': 1, 'para': 4, 'line': 13, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 66: {'page': 1, 'para': 4, 'line': 13, 'text': 'ibilis,) der Welt, wie ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 67: {'page': 1, 'para': 4, 'line': 13, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 68: {'page': 1, 'para': 4, 'line': 13, 'text': 'ie', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 69: {'page': 1, 'para': 4, 'line': 14, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 70: {'page': 1, 'para': 4, 'line': 14, 'text': 'ich dem Ver', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 71: {'page': 1, 'para': 4, 'line': 14, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 72: {'page': 1, 'para': 4, 'line': 14, 'text': 'tande zeiget (mundus intellectualis;) das', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 73: {'page': 1, 'para': 4, 'line': 15, 'text': '', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 74: {'page': 1, 'para': 4, 'line': 15, 'text': 'hieß, die ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 75: {'page': 1, 'para': 4, 'line': 15, 'text': 'verwirrten', 'isbreak': 'yes', 'bold': True, 'strikethrough': False, 'italic': False, 'underline': False}
run 76: {'page': 1, 'para': 4, 'line': 15, 'text': ' Vor', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 77: {'page': 1, 'para': 4, 'line': 15, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 78: {'page': 1, 'para': 4, 'line': 15, 'text': 'tellungen von den Dingen', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 79: {'page': 1, 'para': 4, 'line': 16, 'text': '', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 80: {'page': 1, 'para': 4, 'line': 16, 'text': 'und von ihren Beziehungen auf einander, ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 81: {'page': 1, 'para': 4, 'line': 16, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 82: {'page': 1, 'para': 4, 'line': 16, 'text': 'o wie man', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 83: {'page': 1, 'para': 4, 'line': 17, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 84: {'page': 1, 'para': 4, 'line': 17, 'text': 'olche durch die Sinne zuer', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 85: {'page': 1, 'para': 4, 'line': 17, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 86: {'page': 1, 'para': 4, 'line': 17, 'text': 't empf', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 87: {'page': 1, 'para': 4, 'line': 17, 'text': 'ä', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 88: {'page': 1, 'para': 4, 'line': 17, 'text': 'ngt, den ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 89: {'page': 1, 'para': 4, 'line': 17, 'text': 'deutlichen', 'isbreak': 'yes', 'bold': True, 'strikethrough': False, 'italic': False, 'underline': False}
run 90: {'page': 1, 'para': 4, 'line': 18, 'text': 'Id', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 91: {'page': 1, 'para': 4, 'line': 18, 'text': 'een, die man ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 92: {'page': 1, 'para': 4, 'line': 18, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 93: {'page': 1, 'para': 4, 'line': 18, 'text': 'ich macht, wenn man jene entwickelt', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 94: {'page': 1, 'para': 4, 'line': 19, 'text': '', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 95: {'page': 1, 'para': 4, 'line': 19, 'text': 'und dar', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 96: {'page': 1, 'para': 4, 'line': 19, 'text': 'ü', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 97: {'page': 1, 'para': 4, 'line': 19, 'text': 'ber nach ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 98: {'page': 1, 'para': 4, 'line': 19, 'text': 'allgemeinen Begriffen', 'isbreak': 'yes', 'bold': True, 'strikethrough': False, 'italic': False, 'underline': False}
run 99: {'page': 1, 'para': 4, 'line': 19, 'text': ' und ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 100: {'page': 1, 'para': 4, 'line': 19, 'text': 'Grund', 'isbreak': 'yes', 'bold': True, 'strikethrough': False, 'italic': False, 'underline': False}
run 101: {'page': 1, 'para': 4, 'line': 19, 'text': '-', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 102: {'page': 1, 'para': 4, 'line': 20, 'text': 'sä', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 103: {'page': 1, 'para': 4, 'line': 20, 'text': 'tzen', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 104: {'page': 1, 'para': 4, 'line': 20, 'text': ' gedacht hat; und die Philo', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 105: {'page': 1, 'para': 4, 'line': 20, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 106: {'page': 1, 'para': 4, 'line': 20, 'text': 'ophen unter', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 107: {'page': 1, 'para': 4, 'line': 20, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 108: {'page': 1, 'para': 4, 'line': 20, 'text': 'uchten,', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 109: {'page': 1, 'para': 4, 'line': 21, 'text': '', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 110: {'page': 1, 'para': 4, 'line': 21, 'text': 'wie die', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 111: {'page': 1, 'para': 4, 'line': 21, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 112: {'page': 1, 'para': 4, 'line': 21, 'text': 'e beiden Arten von Vor', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 113: {'page': 1, 'para': 4, 'line': 21, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 114: {'page': 1, 'para': 4, 'line': 21, 'text': 'tellungen ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 115: {'page': 1, 'para': 4, 'line': 21, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 116: {'page': 1, 'para': 4, 'line': 21, 'text': 'ich zu ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 117: {'page': 1, 'para': 4, 'line': 21, 'text': 'einan-', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 118: {'page': 1, 'para': 4, 'line': 22, 'text': '', 'isbreak': 'no', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 119: {'page': 1, 'para': 4, 'line': 22, 'text': 'der', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 120: {'page': 1, 'para': 4, 'line': 22, 'text': ' verhalten. Es ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 121: {'page': 1, 'para': 4, 'line': 22, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 122: {'page': 1, 'para': 4, 'line': 22, 'text': 'ind fa', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 123: {'page': 1, 'para': 4, 'line': 22, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 124: {'page': 1, 'para': 4, 'line': 22, 'text': 't die', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 125: {'page': 1, 'para': 4, 'line': 22, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 126: {'page': 1, 'para': 4, 'line': 22, 'text': 'elbigen ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 127: {'page': 1, 'para': 4, 'line': 22, 'text': 'Fragen', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 128: {'page': 1, 'para': 4, 'line': 22, 'text': ' und ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 129: {'page': 1, 'para': 4, 'line': 22, 'text': 'die-', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 130: {'page': 1, 'para': 4, 'line': 23, 'text': 's', 'isbreak': 'no', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 131: {'page': 1, 'para': 4, 'line': 23, 'text': 'elbigen', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 132: {'page': 1, 'para': 4, 'line': 23, 'text': ' Betrachtungen, nur daß ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 133: {'page': 1, 'para': 4, 'line': 23, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 134: {'page': 1, 'para': 4, 'line': 23, 'text': 'ie in einer andern ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 135: {'page': 1, 'para': 4, 'line': 23, 'text': 'Ge-', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 136: {'page': 1, 'para': 4, 'line': 24, 'text': 's', 'isbreak': 'no', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 137: {'page': 1, 'para': 4, 'line': 24, 'text': 'talt', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 138: {'page': 1, 'para': 4, 'line': 24, 'text': ' vorkommen, wenn die', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 139: {'page': 1, 'para': 4, 'line': 24, 'text': ' neuern', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 140: {'page': 1, 'para': 4, 'line': 24, 'text': ' unter', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 141: {'page': 1, 'para': 4, 'line': 24, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 142: {'page': 1, 'para': 4, 'line': 24, 'text': 'ucht haben, wie', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 143: {'page': 1, 'para': 4, 'line': 25, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 144: {'page': 1, 'para': 4, 'line': 25, 'text': 'ich der gemeine ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 145: {'page': 1, 'para': 4, 'line': 25, 'text': 'Menschenverstand', 'isbreak': 'yes', 'bold': True, 'strikethrough': False, 'italic': False, 'underline': False}
run 146: {'page': 1, 'para': 4, 'line': 25, 'text': ' und ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 147: {'page': 1, 'para': 4, 'line': 25, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 148: {'page': 1, 'para': 4, 'line': 25, 'text': 'eine ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 149: {'page': 1, 'para': 4, 'line': 25, 'text': 'Kennt-', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 150: {'page': 1, 'para': 4, 'line': 26, 'text': '', 'isbreak': 'no', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 151: {'page': 1, 'para': 4, 'line': 26, 'text': 'ni', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 152: {'page': 1, 'para': 4, 'line': 26, 'text': 'ss', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 153: {'page': 1, 'para': 4, 'line': 26, 'text': 'e ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 154: {'page': 1, 'para': 4, 'line': 26, 'text': 'auf die ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 155: {'page': 1, 'para': 4, 'line': 26, 'text': 'höhere raisonnirende', 'isbreak': 'yes', 'bold': True, 'strikethrough': False, 'italic': False, 'underline': False}
run 156: {'page': 1, 'para': 4, 'line': 26, 'text': ' Vernunft, und ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 157: {'page': 1, 'para': 4, 'line': 26, 'text': 'ih-', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 158: {'page': 1, 'para': 4, 'line': 27, 'text': '', 'isbreak': 'no', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 159: {'page': 1, 'para': 4, 'line': 27, 'text': 're', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 160: {'page': 1, 'para': 4, 'line': 27, 'text': ' ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 161: {'page': 1, 'para': 4, 'line': 27, 'text': 'wissenschaftlichen', 'isbreak': 'yes', 'bold': True, 'strikethrough': False, 'italic': False, 'underline': False}
run 162: {'page': 1, 'para': 4, 'line': 27, 'text': ' Ein', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 163: {'page': 1, 'para': 4, 'line': 27, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 164: {'page': 1, 'para': 4, 'line': 27, 'text': 'ichten ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 165: {'page': 1, 'para': 4, 'line': 27, 'text': 'beziehet? Daß beide', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 166: {'page': 1, 'para': 4, 'line': 28, 'text': '', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 167: {'page': 1, 'para': 4, 'line': 28, 'text': 'zuweilen ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 168: {'page': 1, 'para': 4, 'line': 28, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 169: {'page': 1, 'para': 4, 'line': 28, 'text': 'ich nicht mit einander vertragen, i', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 170: {'page': 1, 'para': 4, 'line': 28, 'text': 's', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 171: {'page': 1, 'para': 4, 'line': 28, 'text': 't von den', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 172: {'page': 1, 'para': 4, 'line': 29, 'text': '', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 173: {'page': 1, 'para': 4, 'line': 29, 'text': 'Skeptikern behauptet, und von ihren ', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
run 174: {'page': 1, 'para': 4, 'line': 29, 'text': 'Gegnern einger', 'isbreak': 'yes', 'bold': False, 'strikethrough': False, 'italic': False, 'underline': False}
